iter	Logloss
523	0.3154919014
524	0.3152703489
525	0.3151551793
526	0.3149574366
527	0.3146920794
528	0.3146696412
529	0.3145765455
530	0.3145459207
531	0.3144858714
532	0.3144504676
533	0.3142130134
534	0.3141305045
535	0.3139073233
536	0.3136876138
537	0.313602769
538	0.3134971576
539	0.3133289466
540	0.3132083979
541	0.3130562814
542	0.3129408976
543	0.3129262603
544	0.3128732188
545	0.3128289426
546	0.3128008896
547	0.3125302604
548	0.3124258063
549	0.3122803763
550	0.3122448653
551	0.3121789225
552	0.3119283312
553	0.311819098
554	0.311757377
555	0.311693813
556	0.3116069537
557	0.3115853299
558	0.3114315633
559	0.311352912
560	0.3112590233
561	0.3110897407
562	0.3109340882
563	0.3109226227
564	0.3108499077
565	0.3106935051
566	0.310615411
567	0.3105036275
568	0.3103883293
569	0.310224726
570	0.3100907829
571	0.3099185429
572	0.3095636689
573	0.3095529106
574	0.3094077378
575	0.3092760665
576	0.3090832528
577	0.3089903928
578	0.3087831561
579	0.3087489525
580	0.3086277394
581	0.3084929391
582	0.3083129411
583	0.3082053581
584	0.308069722
585	0.3079600173
586	0.3077843055
587	0.3077332572
588	0.3075529163
589	0.3073338927
590	0.3071756256
591	0.306999678
592	0.3069544589
593	0.306715676
594	0.3066276807
595	0.306440332
596	0.3063576088
597	0.3060927016
598	0.3059932194
599	0.3057436568
600	0.3054280656
601	0.3051255044
602	0.3051105028
603	0.3050170213
604	0.3049037162
605	0.3047686159
606	0.3045902038
607	0.304511081
608	0.3044258718
609	0.304361922
610	0.3042209282
611	0.3040403516
612	0.3040229926
613	0.30388007
614	0.3037932107
615	0.3035334469
616	0.3034677613
617	0.3034103479
618	0.3033212812
619	0.3032490805
620	0.303142119
621	0.3029661929
622	0.3027795084
623	0.3027455619
624	0.3026378932
625	0.3024965351
626	0.3023236521
627	0.3023140082
628	0.3021503406
629	0.3020928629
630	0.3020001744
631	0.3019230875
632	0.3018229624
633	0.3017586697
634	0.3016125968
635	0.301593952
636	0.3014983274
637	0.3014956056
638	0.3014113823
639	0.3012348132
640	0.3011940945
641	0.3011529901
642	0.3010111605
643	0.3007857719
644	0.3006638731
645	0.3006228758
646	0.3005095064
647	0.3002717522
648	0.3001785493
649	0.3001170855
650	0.300061901
651	0.3000081094
652	0.2998769739
653	0.2998148886
654	0.2995423735
655	0.2994930396
656	0.2994893749
657	0.2993665545
658	0.2992377335
659	0.2991337937
660	0.2991151274
661	0.2988589855
662	0.2987097837
663	0.298625946
664	0.2984261031
665	0.2983401009
666	0.2982363326
667	0.2981178627
668	0.2980182091
669	0.2979924491
670	0.2978203591
671	0.297764596
672	0.2976277812
673	0.2975561163
674	0.2973856765
675	0.2972960954
676	0.2971974062
677	0.2971144687
678	0.2970540122
679	0.2970096288
680	0.2969829045
681	0.2968286236
682	0.2967744034
683	0.296766174
684	0.2966043279
685	0.2965519937
686	0.2963786607
687	0.2961396207
688	0.2960516469
689	0.2960435246
690	0.2959954765
691	0.2956388238
692	0.2955895327
693	0.295472713
694	0.2954659194
695	0.2951452705
696	0.2950579397
697	0.2949883965
698	0.2948668619
699	0.2947752878
700	0.294669162
701	0.2946131203
702	0.2945288969
703	0.2945047014
704	0.2944191065
705	0.2941994828
706	0.2941782662
707	0.2941302396
708	0.2939756586
709	0.2938198347
710	0.2937631286
711	0.2936901778
712	0.2936091477
713	0.2934634391
714	0.2933977963
715	0.2932576383
716	0.2932561596
717	0.2931269528
718	0.2930208699
719	0.2928858768
720	0.2928174908
721	0.292583337
722	0.2925511049
723	0.2924823975
724	0.2921779504
725	0.2921298595
726	0.29198908
727	0.2919615413
728	0.2918377137
729	0.2917329381
730	0.2916880833
731	0.2916095605
732	0.2915240513
733	0.2914477573
734	0.2912697096
735	0.2910487143
736	0.2910290193
737	0.2910018021
738	0.2909036058
739	0.2908281905
740	0.2907483819
741	0.2907391666
742	0.290675024
743	0.2906551575
744	0.2906103884
745	0.2905381021
746	0.2903233217
747	0.2902987191
748	0.2902592005
749	0.290092854
750	0.2900318189
751	0.2899747698
752	0.2898918323
753	0.2898722445
754	0.2897857495
755	0.2897290005
756	0.2896650079
757	0.2895430876
758	0.2894929179
759	0.2893940143
760	0.289173512
761	0.289058171
762	0.2890071655
763	0.2888085012
764	0.2886517128
765	0.2885803908
766	0.2885732758
767	0.2883764331
768	0.288269493
769	0.2882111367
770	0.2881691751
771	0.2880675069
772	0.2880458617
773	0.2878762577
774	0.2877353282
775	0.2876006994
776	0.287448283
777	0.2874182798
778	0.2873195691
779	0.2872772645
780	0.2872309738
781	0.2870372601
782	0.2869295913
783	0.2868533831
784	0.2867374206
785	0.2866665272
786	0.2865708383
787	0.2865657163
788	0.2864929585
789	0.2862326804
790	0.2862245367
791	0.2861814177
792	0.2860837358
793	0.2859154819
794	0.2858639835
795	0.285753143
796	0.2856264007
797	0.28559359
798	0.2853634866
799	0.2852646474
800	0.2851065304
801	0.2850718766
802	0.2850060195
803	0.2848321079
804	0.2847705798
805	0.2847302683
806	0.2846101054
807	0.284566815
808	0.284206519
809	0.2840896992
810	0.2839364898
811	0.2838839842
812	0.2837833233
813	0.2836761475
814	0.2835774797
815	0.2834978639
816	0.2834010178
817	0.283311501
818	0.2832030393
819	0.2831364535
820	0.2829880232
821	0.2829438542
822	0.2828500726
823	0.2826474222
824	0.2824110395
825	0.2823244802
826	0.2822245051
827	0.2822120109
828	0.2821758999
829	0.2821029277
830	0.2820364277
831	0.2818216902
832	0.2816615801
833	0.2814543649
834	0.2812859825
835	0.2811345947
836	0.2809437741
837	0.2808903041
838	0.2807990728
839	0.2806254826
840	0.2805799849
841	0.2805151993
842	0.2804589861
843	0.2804042088
844	0.2803394232
845	0.2801347583
846	0.2799422232
847	0.279764304
848	0.2796053511
849	0.2795280285
850	0.2794678077
851	0.2792927817
852	0.2792061366
853	0.2791349861
854	0.2790494126
855	0.278838597
856	0.2787214129
857	0.2786064577
858	0.2785811264
859	0.2785382646
860	0.2785011677
861	0.2784748935
862	0.2783813905
863	0.2783636886
864	0.2782826799
865	0.2782335603
866	0.2781798545
867	0.2781217768
868	0.2780567769
869	0.2779651599
870	0.2778877944
871	0.2778140722
872	0.2777726463
873	0.2776299594
874	0.2776133505
875	0.2775258911
876	0.2773778465
877	0.277067013
878	0.2769944266
879	0.2769507505
880	0.2768362024
881	0.2767809321
882	0.2765762672
883	0.2764144426
884	0.2763365413
885	0.2762019125
886	0.2760481245
887	0.2759794171
888	0.2759387841
889	0.2758602185
890	0.2757369052
891	0.275680842
892	0.2756491672
893	0.2755647295
894	0.2755089235
895	0.2754541033
896	0.2753490919
897	0.2752718122
898	0.2752046907
899	0.2751342688
900	0.2750533029
901	0.2750155417
902	0.2749507775
903	0.2747810878
904	0.2747219386
905	0.2746372437
906	0.2745048223
907	0.2744342075
908	0.2743091369
909	0.274159485
910	0.2740652106
911	0.2740512162
912	0.2739633067
913	0.2739051433
914	0.2738479443
915	0.2738031966
916	0.2737544628
917	0.2737156086
918	0.2736173908
919	0.2734871339
920	0.2733121722
921	0.2731844656
922	0.2730054534
923	0.2728597234
924	0.2727393675
925	0.2727269162
926	0.272625891
927	0.2725169793
928	0.2724005453
929	0.272264352
930	0.2720432496
931	0.271942653
932	0.2718991912
933	0.2718027951
934	0.2717402597
935	0.2717251724
936	0.2716099171
937	0.2715606475
938	0.2714384915
939	0.2713021911
940	0.2712074451
941	0.2711456813
942	0.2709974225
943	0.2708626651
944	0.2708243466
945	0.2707824278
946	0.2707230429
947	0.2705438164
948	0.2704051586
949	0.2703587821
950	0.2702611002
951	0.27021991
952	0.2701855777
953	0.2701149201
954	0.270048613
955	0.2698732655
956	0.2697219634
957	0.2696497199
958	0.2695984144
959	0.2695398224
960	0.2694778442
961	0.2693818553
962	0.2692080294
963	0.26917419
964	0.2690783297
965	0.2689226986
966	0.2688633137
967	0.2687304636
968	0.268679951
969	0.2686047929
970	0.268510347
971	0.2684613989
972	0.2684248592
973	0.2683656028
974	0.2681897624
975	0.2681392713
976	0.2679789254
977	0.2678068354
978	0.2677543297
979	0.2675713314
980	0.2675605517
981	0.2673492003
982	0.2672514755
983	0.2670763423
984	0.2670408528
985	0.2668478462
986	0.266755822
987	0.2666319086
988	0.2665360483
989	0.2663507783
990	0.266311324
991	0.2661292687
992	0.2660145277
993	0.2657017226
994	0.2656341081
995	0.2655713156
996	0.2652635253
997	0.2652158844
998	0.2648763978
999	0.2645861379
