iter	Logloss
214	0.2688788783
215	0.2687095608
216	0.2678435498
217	0.2672376534
218	0.2666774817
219	0.2663077114
220	0.2657402222
221	0.264944636
222	0.264334975
223	0.2637598332
224	0.262808548
225	0.2621926942
226	0.2614578135
227	0.2608813677
228	0.2602193462
229	0.2594810912
230	0.2588680466
231	0.258326108
232	0.257693849
233	0.2569950094
234	0.2564455177
235	0.2559970753
236	0.2555964561
237	0.2550423472
238	0.2543469991
239	0.2537010693
240	0.2533305883
241	0.2529388198
242	0.2523147854
243	0.2517032067
244	0.2510970488
245	0.2503493803
246	0.2500529737
247	0.2491354037
248	0.2484795517
249	0.2478615812
250	0.2473594574
251	0.2469998906
252	0.2463497709
253	0.2458804072
254	0.2452764679
255	0.2445131677
256	0.2441549041
257	0.2437834696
258	0.2432278224
259	0.2425840814
260	0.2423373595
261	0.2419143933
262	0.241203153
263	0.2407862989
264	0.2402567498
265	0.2395926279
266	0.2390885882
267	0.2385789702
268	0.23798059
269	0.2372311435
270	0.236617398
271	0.2360960946
272	0.235461838
273	0.2352412182
274	0.2347241876
275	0.234369102
276	0.2338076279
277	0.2332307234
278	0.2328313174
279	0.2322414065
280	0.2320134911
281	0.2316691096
282	0.2312299477
283	0.230896571
284	0.2305630409
285	0.2300130538
286	0.2297911938
287	0.2293028078
288	0.228888747
289	0.2283850352
290	0.2278341033
291	0.2275234475
292	0.2272650727
293	0.2268668519
294	0.2261808208
295	0.2257127745
296	0.2252298221
297	0.2247655601
298	0.2242427997
299	0.2236184759
300	0.2232481885
301	0.2228495469
302	0.2224418221
303	0.2218093447
304	0.2212405355
305	0.2208974681
306	0.220548154
307	0.2202944403
308	0.2198284725
309	0.2194827574
310	0.2189363556
311	0.2185996989
312	0.2180403149
313	0.2175444456
314	0.2171945768
315	0.2166378801
316	0.2165158165
317	0.216019344
318	0.2154864113
319	0.2151699523
320	0.2149493134
321	0.2146260979
322	0.2142183358
323	0.213994256
324	0.2136422814
325	0.2133729009
326	0.2131086365
327	0.212505144
328	0.212227482
329	0.2117577002
330	0.2112389201
331	0.2107950986
332	0.2102648447
333	0.2097847354
334	0.2094571825
335	0.2090421675
336	0.2083687784
337	0.2081726154
338	0.2081295793
339	0.2077577038
340	0.2074037233
341	0.2069871466
342	0.2064798894
343	0.2063150745
344	0.2061556333
345	0.2058067736
346	0.2053143772
347	0.2047304662
348	0.2044695682
349	0.204007629
350	0.2036006475
351	0.2030959837
352	0.2028754819
353	0.2023830988
354	0.2018900357
355	0.2018736161
356	0.2015621639
357	0.20118604
358	0.200860758
359	0.2004127901
360	0.2001355707
361	0.1997335509
362	0.1992456376
363	0.1987877509
364	0.1984017439
365	0.1979232056
366	0.1977911723
367	0.1975975561
368	0.1971308999
369	0.1966371219
370	0.1961907144
371	0.1957986228
372	0.1952598522
373	0.1950488248
374	0.1947877652
375	0.194356106
376	0.1939466613
377	0.1935398189
378	0.1931547582
379	0.1926753784
380	0.1924547808
381	0.1922151395
382	0.1918308464
383	0.191440377
384	0.1910848967
385	0.190786345
386	0.190496475
387	0.1902555335
388	0.1898531792
389	0.1894035504
390	0.1892190289
391	0.1891999157
392	0.1886873224
393	0.1883914745
394	0.1880600459
395	0.1877431976
396	0.1874108458
397	0.1871143439
398	0.1868675299
399	0.1864297544
400	0.186058614
401	0.1858196402
402	0.18534741
403	0.185109582
404	0.184615504
405	0.1841315167
406	0.183891289
407	0.183549462
408	0.183297943
409	0.1828859816
410	0.1827301419
411	0.1823240657
412	0.1819113706
413	0.1817590848
414	0.1815120091
415	0.1810856793
416	0.1808338473
417	0.1804877755
418	0.1800293338
419	0.1797754203
420	0.1794338216
421	0.1789994939
422	0.1787924951
423	0.1784037712
424	0.1779780358
425	0.1776465052
426	0.1773858173
427	0.1769601587
428	0.1768051374
429	0.1763400419
430	0.1761045419
431	0.1758747482
432	0.1755581437
433	0.1753909743
434	0.1749837171
435	0.1747079077
436	0.1744617509
437	0.1741465904
438	0.1739389451
439	0.1735433883
440	0.1732956932
441	0.1730899245
442	0.1728835705
443	0.1724734614
444	0.1721019196
445	0.1719474025
446	0.1717781868
447	0.1714611156
448	0.1711696665
449	0.170760128
450	0.1704857361
451	0.1703060817
452	0.1698877821
453	0.1696012793
454	0.1693207865
455	0.1691853498
456	0.1688801784
457	0.1687087091
458	0.1684625997
459	0.1682529333
460	0.1681153429
461	0.1676250539
462	0.1671810906
463	0.1667725129
464	0.1663669575
465	0.1662235844
466	0.1660542796
467	0.1658082122
468	0.165533369
469	0.1650958844
470	0.1648808558
471	0.1645465971
472	0.1643406981
473	0.1640306564
474	0.1638687273
475	0.1637824472
476	0.1636825853
477	0.1633463265
478	0.1630079404
479	0.1628469928
480	0.1625844493
481	0.1623101782
482	0.1620404516
483	0.1616474767
484	0.1614729063
485	0.1611887581
486	0.1610403921
487	0.1607947285
488	0.1604607172
489	0.1603536823
490	0.1601162646
491	0.1598068086
492	0.159564107
493	0.1593482833
494	0.1590299743
495	0.1587269316
496	0.1586224531
497	0.1584441829
498	0.1581503985
499	0.1580426481
500	0.1577696354
501	0.1575238048
502	0.1573091757
503	0.1570692251
504	0.1568242391
505	0.156505645
506	0.1562480273
507	0.1560967861
508	0.1559303632
509	0.1556993361
510	0.1554554595
511	0.1551902278
512	0.1550304122
513	0.154894846
514	0.1546360429
515	0.1545339812
516	0.1542539529
517	0.154149164
518	0.1540286991
519	0.1537354193
520	0.1534158268
521	0.1530629095
522	0.1528779085
523	0.1527562111
524	0.1525318381
525	0.1521932686
526	0.1519573691
527	0.1517958463
528	0.1514712374
529	0.1513410164
530	0.1512956322
531	0.1510435312
532	0.1510031022
533	0.150730158
534	0.1505478767
535	0.1502963267
536	0.1499840239
537	0.1497167764
538	0.1494572042
539	0.149453509
540	0.149067421
541	0.148879235
542	0.1486539837
543	0.1484239203
544	0.1482601724
545	0.1479794757
546	0.1478043488
547	0.1476109103
548	0.1472846007
549	0.1470641332
550	0.1468043513
551	0.1466730836
552	0.1464851831
553	0.1463762748
554	0.1462741889
555	0.1460210243
556	0.1458243494
557	0.1455433653
558	0.1452944138
559	0.1450622792
560	0.1448314385
561	0.1445979886
562	0.1444050471
563	0.1442229993
564	0.1439650998
565	0.1437933325
566	0.1436006105
567	0.143474742
568	0.1433799231
569	0.1430491039
570	0.142734441
571	0.14245601
572	0.1423270326
573	0.1422122832
574	0.1420600287
575	0.1419091453
576	0.1415963259
577	0.1414382522
578	0.1412679833
579	0.1409578798
580	0.140864488
581	0.1406411262
582	0.140352532
583	0.140284247
584	0.1400849346
585	0.139928762
586	0.1397721593
587	0.1394321317
588	0.1391986934
589	0.1389192029
590	0.1386746407
591	0.1384426138
592	0.1381052496
593	0.1379309338
594	0.1377920751
595	0.1376846639
596	0.1375641822
597	0.1374466417
598	0.1372336286
599	0.1370909262
600	0.1368462205
601	0.1367378993
602	0.136522633
603	0.136469982
604	0.1362700346
605	0.1360999339
606	0.1359311868
607	0.1358143579
608	0.1355962325
609	0.1353612829
610	0.1349841728
611	0.1348530053
612	0.1346193863
613	0.134370902
614	0.1342421874
615	0.134044217
616	0.1338339848
617	0.1336982867
618	0.1334015574
619	0.1332915274
620	0.1331318307
621	0.1330514253
622	0.1327969786
623	0.1326494216
624	0.1324035555
625	0.1321476911
626	0.1318582094
627	0.1316908289
628	0.1315554626
629	0.1314536872
630	0.1313107825
631	0.1311262771
632	0.1308924902
633	0.1306562688
634	0.1303974232
635	0.1302770093
636	0.130038183
637	0.1300241289
638	0.129773528
639	0.1296562549
640	0.1294935555
641	0.1293249277
642	0.1291534079
643	0.1290470879
644	0.1289217667
645	0.1287121886
646	0.1283641412
647	0.1281108809
648	0.1279153872
649	0.1276657224
650	0.1274793523
651	0.1271885351
652	0.1271327111
653	0.1269531292
654	0.1266866421
655	0.1265108437
656	0.1263892504
657	0.1261883131
658	0.1260600627
659	0.1259003143
660	0.1258144403
661	0.1257258616
662	0.125440452
663	0.1251962416
664	0.1250789949
665	0.1249972253
666	0.1247799807
667	0.1245802821
668	0.1245530479
669	0.1243367247
670	0.1241220485
671	0.123902896
672	0.1236760859
673	0.1235527918
674	0.1233268133
675	0.1231504587
676	0.1230197515
677	0.1229897351
678	0.1227908293
679	0.122649913
680	0.1225596869
681	0.1223872725
682	0.1222170027
683	0.121960037
684	0.1217607265
685	0.1215998427
686	0.1214415828
687	0.121212233
688	0.1210365481
689	0.1208910844
690	0.1208200277
691	0.1207136158
692	0.1204772362
693	0.1202779678
694	0.120138639
695	0.1199871288
696	0.1198601826
697	0.119627574
698	0.1194577911
699	0.1193082113
700	0.1190883567
701	0.1189196144
702	0.1187480188
703	0.1185851134
704	0.1183660369
705	0.1180920735
706	0.1178954106
707	0.1177066677
708	0.1175878512
709	0.1174837969
710	0.1172538633
711	0.1171237132
712	0.1170124625
713	0.1169144276
714	0.1167958774
715	0.1167198601
716	0.1166138067
717	0.1164678144
718	0.1164128562
719	0.1162604569
720	0.1160802666
721	0.1159818798
722	0.1158148988
723	0.1156411313
724	0.1155150611
725	0.1154738833
726	0.1153290233
727	0.115210087
728	0.1150858129
729	0.1148658278
730	0.1147214658
731	0.1146280281
732	0.1145104269
733	0.1144204459
734	0.1142203357
735	0.1141135096
736	0.1138785168
737	0.1137413683
738	0.1135344925
739	0.113299112
740	0.1130183949
741	0.1128577132
742	0.112701294
743	0.1125046469
744	0.1122370777
745	0.1120141713
746	0.1119269256
747	0.1116701141
748	0.1115646163
749	0.1113732665
750	0.1112731835
751	0.1111223935
752	0.1111194402
753	0.1109785468
754	0.1108486374
755	0.1107462073
756	0.1106855786
757	0.1105518755
758	0.1104534706
759	0.1102625495
760	0.1100471861
761	0.1099599845
762	0.1098612156
763	0.1097903221
764	0.1096859164
765	0.1095626897
766	0.1095047357
767	0.1093590558
768	0.1092231384
769	0.109079672
770	0.1088959229
771	0.1088335167
772	0.1087591229
773	0.1085987021
774	0.1083347111
775	0.1081916017
776	0.1080260881
777	0.1078651642
778	0.1077980122
779	0.1076347516
780	0.1075770069
781	0.1074961455
782	0.1073410941
783	0.1072780011
784	0.1070847441
785	0.1070232081
786	0.1068557526
787	0.1067413599
788	0.1066546817
789	0.106584077
790	0.1065268432
791	0.1063772429
792	0.1061771958
793	0.1060322922
794	0.1059460526
795	0.10587575
796	0.1057719281
797	0.1056903494
798	0.1055806552
799	0.1055645629
800	0.1054889563
801	0.1053107358
802	0.1052137692
803	0.1050397857
804	0.1048526487
805	0.1046748082
806	0.1044094541
807	0.1042332158
808	0.1040622318
809	0.1040135126
810	0.1039484279
811	0.1038040422
812	0.1036505548
813	0.1034899462
814	0.1034062523
815	0.1031719263
816	0.1030111253
817	0.1030082682
818	0.1028305796
819	0.1026411533
820	0.1024418139
821	0.1023086166
822	0.1022379078
823	0.1022186507
824	0.1021106645
825	0.1020789399
826	0.1018981073
827	0.1017865108
828	0.101715228
829	0.1016557189
830	0.1016083325
831	0.1014650354
832	0.1013361505
833	0.1011631096
834	0.1010017912
835	0.100886122
836	0.1008760508
837	0.1007755797
838	0.1006949257
839	0.1006227771
840	0.1004341209
841	0.1002410115
842	0.1000918
843	0.1000037617
844	0.0998885158
845	0.09974376955
846	0.0996065953
847	0.09952926902
848	0.09939975399
849	0.09927297245
850	0.09915541384
851	0.09900234601
852	0.09882008937
853	0.09870478214
854	0.098541607
855	0.09844316096
856	0.09836401022
857	0.09824295482
858	0.09815767303
859	0.0980852693
860	0.09791623384
861	0.09781374102
862	0.09766624731
863	0.09756972487
864	0.09739800036
865	0.09738780863
866	0.09722827287
867	0.0971507394
868	0.09706446822
869	0.09691935794
870	0.09680605725
871	0.0967198028
872	0.09653738745
873	0.0964426078
874	0.09631247717
875	0.09612499922
876	0.09591021684
877	0.09579695365
878	0.09565655189
879	0.09549444666
880	0.09535939511
881	0.09528470034
882	0.09521087585
883	0.0950929833
884	0.09495598188
885	0.09485239133
886	0.09475805581
887	0.09461274331
888	0.09449481165
889	0.09441273314
890	0.09426035173
891	0.09412547807
892	0.09396978451
893	0.09393769538
894	0.09386408793
895	0.09378833635
896	0.09367724188
897	0.09360743133
898	0.09348958624
899	0.09346358908
900	0.0933344443
901	0.09319607951
902	0.09314574745
903	0.09298374549
904	0.09289892586
905	0.09279475015
906	0.0927172496
907	0.09254155381
908	0.09241294335
909	0.09231997812
910	0.09216534888
911	0.09195519845
912	0.09180415701
913	0.09160860692
914	0.09145669239
915	0.09132840504
916	0.09121953705
917	0.09104190646
918	0.0909915767
919	0.09092039819
920	0.09086967642
921	0.09072069719
922	0.0906432076
923	0.090581729
924	0.0905151183
925	0.09047555697
926	0.09037618565
927	0.0902402434
928	0.09020122819
929	0.09014772296
930	0.09006851907
931	0.08986756039
932	0.08983931082
933	0.08981978552
934	0.08978561214
935	0.08961512543
936	0.0895379648
937	0.08935079969
938	0.08916485257
939	0.08904640542
940	0.08891616672
941	0.08885995982
942	0.08877284081
943	0.08870861503
944	0.08863479095
945	0.08847902165
946	0.0883418007
947	0.08820578873
948	0.08810237759
949	0.0880120587
950	0.08794335598
951	0.0878138376
952	0.08766450049
953	0.08754962425
954	0.08745061613
955	0.08741306776
956	0.08737232253
957	0.08720686757
958	0.08707539069
959	0.0869330255
960	0.08686691909
961	0.08672989952
962	0.08654984458
963	0.08650790552
964	0.08645607116
965	0.0863556916
966	0.08623203024
967	0.08618118441
968	0.08601931108
969	0.08583528083
970	0.08580989336
971	0.0857544246
972	0.08568133003
973	0.08559399611
974	0.08553390093
975	0.08548590268
976	0.08533751548
977	0.08517132919
978	0.0850784623
979	0.08498784794
980	0.08482378131
981	0.08477114679
982	0.08463208038
983	0.08448515903
984	0.08428118948
985	0.08421868148
986	0.08414235101
987	0.08408343617
988	0.08402398836
989	0.08393906887
990	0.08384128419
991	0.08374409889
992	0.08366675608
993	0.08356481935
994	0.08340635462
995	0.0832618883
996	0.08312187565
997	0.0830856093
998	0.08296776397
999	0.08280305775
